,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,Sprachebene
251,chach abas,,catharina,,,LSch,positiv,60445,CATMA_C554D059-CCC3-4A82-8BF9-ECCC02C33A95_6,19,Emotionen der Zuneigung,positiv,60366,Liebe,"das Hertze von Metall!
Das Hertz ist nur zu hart. Wie wol pflegt sie zu gehen?
","['das', 'Hertze', 'von', 'Metall', '!', 'Das', 'Hertz', 'ist', 'nur', 'zu', 'hart', '.', 'Wie', 'wol', 'pflegt', 'sie', 'zu', 'gehen', '?']",
252,chach abas,,catharina,,,LSch,positiv,60547,CATMA_C554D059-CCC3-4A82-8BF9-ECCC02C33A95_7,6,Emotionen der Zuneigung,positiv,60514,Liebe,"Die Weißheit schmückt jhr Haupt.
","['Die', 'Weißheit', 'schmückt', 'jhr', 'Haupt', '.']",
253,catharina,chach abas,,,,LSch,Emotionale Bewegtheit,60415,CATMA_6D3CAB4E-9E04-423B-B794-22C95AEBDA09,12,Emotionale Bewegtheit,Emotionale Bewegtheit,60366,Emotionale Bewegtheit,"das Hertze von Metall!
Das Hertz ist nur zu hart.","['das', 'Hertze', 'von', 'Metall', '!', 'Das', 'Hertz', 'ist', 'nur', 'zu', 'hart', '.']",
254,chach abas,,catharina,,,LSch,positiv,60640,CATMA_BB7A193C-3827-4D7A-9DF3-179CAA403702,11,Emotionen der Zuneigung,positiv,60589,Liebe,Ach! der mein blödes Hertz biß auff den Tod verwund,"['Ach', '!', 'der', 'mein', 'blödes', 'Hertz', 'biß', 'auff', 'den', 'Tod', 'verwund']",
255,chach abas,,catharina,,,LSch,negativ,60640,CATMA_926E31D8-F60F-474C-8F9C-BF675E32F6AC,11,Emotionen des Leids,negativ,60589,Leid,Ach! der mein blödes Hertz biß auff den Tod verwund,"['Ach', '!', 'der', 'mein', 'blödes', 'Hertz', 'biß', 'auff', 'den', 'Tod', 'verwund']",
256,,seinel can,,,,LSch,negativ,60755,CATMA_4D034D3E-A2F4-405C-AAAE-1C4B00AAD6DD,22,Emotionen des Leids,negativ,60653,Leid,"Die Salbe zu der Wund' ist in deß Fürsten Händen.
Die dise Pein erregt kan auch die Schmertzen wenden.","['Die', 'Salbe', 'zu', 'der', 'Wund', ""'"", 'ist', 'in', 'deß', 'Fürsten', 'Händen', '.', 'Die', 'dise', 'Pein', 'erregt', 'kan', 'auch', 'die', 'Schmertzen', 'wenden', '.']",
257,catharina,chach abas,chach abas,,,LSch,positiv,60946,CATMA_DFB48B13-30F2-4745-839B-CB8DBC536AAF,11,Emotionen der Zuneigung,positiv,60892,Liebe,Die Libe läst sich nicht durch Zwang zu wegen bringen.,"['Die', 'Libe', 'läst', 'sich', 'nicht', 'durch', 'Zwang', 'zu', 'wegen', 'bringen', '.']",
258,,,,,,LSch,negativ,61345,CATMA_1BBF0C21-7304-4375-9E4F-F62784E68D6C,69,Emotionen des Leids,negativ,61021,Leid,"Die ist auß manchen nicht / was blib wol vnversucht?
Was hat man nicht gewagt? doch sonder eine Frucht.
Sie wündtscht ehr Flammen Pfahl vnd höchste Noth zu leiden;
Als daß sie wolt ein Har von jhrer Ehr' abscheiden.
Sie fält wo man mit Macht jhr raubt das werthe Pfand /
Durch Rew vnd Eyfer hin / wo nicht durch eigne Hand.
","['Die', 'ist', 'auß', 'manchen', 'nicht', '/', 'was', 'blib', 'wol', 'vnversucht', '?', 'Was', 'hat', 'man', 'nicht', 'gewagt', '?', 'doch', 'sonder', 'eine', 'Frucht', '.', 'Sie', 'wündtscht', 'ehr', 'Flammen', 'Pfahl', 'vnd', 'höchste', 'Noth', 'zu', 'leiden', ';', 'Als', 'daß', 'sie', 'wolt', 'ein', 'Har', 'von', 'jhrer', 'Ehr', ""'"", 'abscheiden', '.', 'Sie', 'fält', 'wo', 'man', 'mit', 'Macht', 'jhr', 'raubt', 'das', 'werthe', 'Pfand', '/', 'Durch', 'Rew', 'vnd', 'Eyfer', 'hin', '/', 'wo', 'nicht', 'durch', 'eigne', 'Hand', '.']",
259,,chach abas,,,,LSch,negativ,61345,CATMA_C08A82EF-6043-45F3-BA1E-589235588935,47,Emotionen des Leids,negativ,61125,Leid,"Sie wündtscht ehr Flammen Pfahl vnd höchste Noth zu leiden;
Als daß sie wolt ein Har von jhrer Ehr' abscheiden.
Sie fält wo man mit Macht jhr raubt das werthe Pfand /
Durch Rew vnd Eyfer hin / wo nicht durch eigne Hand.
","['Sie', 'wündtscht', 'ehr', 'Flammen', 'Pfahl', 'vnd', 'höchste', 'Noth', 'zu', 'leiden', ';', 'Als', 'daß', 'sie', 'wolt', 'ein', 'Har', 'von', 'jhrer', 'Ehr', ""'"", 'abscheiden', '.', 'Sie', 'fält', 'wo', 'man', 'mit', 'Macht', 'jhr', 'raubt', 'das', 'werthe', 'Pfand', '/', 'Durch', 'Rew', 'vnd', 'Eyfer', 'hin', '/', 'wo', 'nicht', 'durch', 'eigne', 'Hand', '.']",
260,chach abas,,,,,LSch,negativ,61476,CATMA_20E95AB3-09A4-4F4F-BCD8-5FBA79543F34,11,Emotionen des Leids,negativ,61419,Leid,Sie kan die Schönheit wol / nicht vnsre Schmertzen enden.,"['Sie', 'kan', 'die', 'Schönheit', 'wol', '/', 'nicht', 'vnsre', 'Schmertzen', 'enden', '.']",
261,,seinel can,,,,LSch,positiv,61691,CATMA_5DD07823-4F72-4609-A02D-DBB390200769,18,Emotionen der Zuneigung,positiv,61589,Liebe,"Ihr Ehrgeitz wurtzelt ein
Weil jhre Majestet sie als ein Diener grüsset.
Die Gunst sterckt jhren Trotz","['Ihr', 'Ehrgeitz', 'wurtzelt', 'ein', 'Weil', 'jhre', 'Majestet', 'sie', 'als', 'ein', 'Diener', 'grüsset', '.', 'Die', 'Gunst', 'sterckt', 'jhren', 'Trotz']",
262,catharina,seinel can,chach abas,,,LSch,negativ,61801,CATMA_D0BFD465-21EC-44BA-9C8F-6049E7EBAE0A,23,Emotionen des Leids,negativ,61694,Leid,"so bald der Frevel büsset;
Betraur't er den Verlust! man sucht was man verlacht;
Wenn Zeit vnd Mittel fort.","['so', 'bald', 'der', 'Frevel', 'büsset', ';', ""Betraur't"", 'er', 'den', 'Verlust', '!', 'man', 'sucht', 'was', 'man', 'verlacht', ';', 'Wenn', 'Zeit', 'vnd', 'Mittel', 'fort', '.']",
263,,seinel can,catharina,,,LSch,positiv,61852,CATMA_D86400B2-C773-4DB4-9E0C-6A548D875215,10,Emotionen der Zuneigung,positiv,61802,Liebe,"Der Fürst schlag auß der acht
Das angenehme Bild.
","['Der', 'Fürst', 'schlag', 'auß', 'der', 'acht', 'Das', 'angenehme', 'Bild', '.']",
264,chach abas,,seinel can,,,LSch,Emotionale Bewegtheit,61872,CATMA_3C6E77FE-D9DC-49B8-8262-E9836910610E,3,Emotionale Bewegtheit,Emotionale Bewegtheit,61861,Emotionale Bewegtheit,Was sagstu?,"['Was', 'sagstu', '?']",
265,,seinel can,catharina,,,LSch,positiv,61939,CATMA_1398186B-41D7-41AB-A9D4-5590ECFFB28A_0,14,Emotionen der Zuneigung,positiv,61885,Liebe,"Diß / er stelle
Sich nur als ob sein Hertz die Band' /","['Diß', '/', 'er', 'stelle', 'Sich', 'nur', 'als', 'ob', 'sein', 'Hertz', 'die', 'Band', ""'"", '/']",
266,,seinel can,catharina,,,LSch,positiv,61990,CATMA_1398186B-41D7-41AB-A9D4-5590ECFFB28A_1,3,Emotionen der Zuneigung,positiv,61976,Liebe,Zurissen vnd /,"['Zurissen', 'vnd', '/']",
267,,seinel can,catharina,,,LSch,positiv,62042,CATMA_1398186B-41D7-41AB-A9D4-5590ECFFB28A_2,6,Emotionen der Zuneigung,positiv,62021,Liebe,Daß er von Libe frey.,"['Daß', 'er', 'von', 'Libe', 'frey', '.']",
268,chach abas,,,Ereignis,,LSch,negativ,61964,CATMA_CEF76819-445D-4BA3-A6D6-8CFBB53FD90C,3,Emotionen des Leids,negativ,61949,Leid,"O bitter Helle
","['O', 'bitter', 'Helle']",
269,chach abas,,,Ereignis,,LSch,Emotionale Bewegtheit,62331,CATMA_9CD3ADC3-22D0-4F57-8BA5-A0014C9A3361,47,Emotionale Bewegtheit,Emotionale Bewegtheit,62080,Emotionale Bewegtheit,"Ha! schlechte Phantasey!

Läst sich wenn Haus vnd Dach entbrand die Flamme decken?
Läst sich der lichte Blitz bey trüber Nacht verstecken?
Ein Wort / ein schneller Blick / ein Seufftzer macht zu nicht
Was ein erdichtet Haß vnd falscher Zorn verricht.
","['Ha', '!', 'schlechte', 'Phantasey', '!', 'Läst', 'sich', 'wenn', 'Haus', 'vnd', 'Dach', 'entbrand', 'die', 'Flamme', 'decken', '?', 'Läst', 'sich', 'der', 'lichte', 'Blitz', 'bey', 'trüber', 'Nacht', 'verstecken', '?', 'Ein', 'Wort', '/', 'ein', 'schneller', 'Blick', '/', 'ein', 'Seufftzer', 'macht', 'zu', 'nicht', 'Was', 'ein', 'erdichtet', 'Haß', 'vnd', 'falscher', 'Zorn', 'verricht', '.']",
270,chach abas,,catharina,,,LSch,negativ,62330,CATMA_11AAF1C0-9EA9-4B77-9D76-C8640B9DAAA7,21,Emotionen der Ablehnung,negativ,62219,Abscheu,"Ein Wort / ein schneller Blick / ein Seufftzer macht zu nicht
Was ein erdichtet Haß vnd falscher Zorn verricht.","['Ein', 'Wort', '/', 'ein', 'schneller', 'Blick', '/', 'ein', 'Seufftzer', 'macht', 'zu', 'nicht', 'Was', 'ein', 'erdichtet', 'Haß', 'vnd', 'falscher', 'Zorn', 'verricht', '.']",
271,,der gesandte auß reussen,,,,LSch,positiv,63566,CATMA_79D61A36-DC09-4183-BFA6-D5CC2869A2D1,160,Emotionen der Freude,positiv,62726,Freude,"Der hochgewündtschte Tag / hochmächtigster der Helden
Die Persen je gekrön't / Fürst den mit Ruhm wird melden
Was nach vns leben sol / der offtbegehrte Tag
Der Wolg vnd Phrat14

 verknüpfft / vnd auff den Donnerschlag
Der Waffen / vns entdeckt die angenehme Sonne /
Deß Fridens hohe Lust / der grossen Völcker Wonne;
Der Tag ist numehr dar / der / dem das weite Land
Der Reussen zu Gebot; reicht die vertraute Hand
Als Bruder vnd vmbfast mit frölichstem Gemüte
Eu'r wolgeneigtes Hertz das voll von fester Güte
Sich vns zu Pfande gibt / der Feinde Trotz verschwindt.

Nu sich der strenge Nord vnd reiche Sud verbind.
Wer gräntzt vnd ferne wohn't! wer von dem Schluß wird hören;
Wird beider eine Macht mit ernstem Schrecken ehren /
Vnd fürchten die er Hass't vnd zitternd schau'n wie sehr
Sich beider Prächtig Reich / durch Einigkeit vermehr.","['Der', 'hochgewündtschte', 'Tag', '/', 'hochmächtigster', 'der', 'Helden', 'Die', 'Persen', 'je', 'gekrö', ""n't"", '/', 'Fürst', 'den', 'mit', 'Ruhm', 'wird', 'melden', 'Was', 'nach', 'vns', 'leben', 'sol', '/', 'der', 'offtbegehrte', 'Tag', 'Der', 'Wolg', 'vnd', 'Phrat14', 'verknüpfft', '/', 'vnd', 'auff', 'den', 'Donnerschlag', 'Der', 'Waffen', '/', 'vns', 'entdeckt', 'die', 'angenehme', 'Sonne', '/', 'Deß', 'Fridens', 'hohe', 'Lust', '/', 'der', 'grossen', 'Völcker', 'Wonne', ';', 'Der', 'Tag', 'ist', 'numehr', 'dar', '/', 'der', '/', 'dem', 'das', 'weite', 'Land', 'Der', 'Reussen', 'zu', 'Gebot', ';', 'reicht', 'die', 'vertraute', 'Hand', 'Als', 'Bruder', 'vnd', 'vmbfast', 'mit', 'frölichstem', 'Gemüte', 'Eu', ""'"", 'r', 'wolgeneigtes', 'Hertz', 'das', 'voll', 'von', 'fester', 'Güte', 'Sich', 'vns', 'zu', 'Pfande', 'gibt', '/', 'der', 'Feinde', 'Trotz', 'verschwindt', '.', 'Nu', 'sich', 'der', 'strenge', 'Nord', 'vnd', 'reiche', 'Sud', 'verbind', '.', 'Wer', 'gräntzt', 'vnd', 'ferne', 'woh', ""n't"", '!', 'wer', 'von', 'dem', 'Schluß', 'wird', 'hören', ';', 'Wird', 'beider', 'eine', 'Macht', 'mit', 'ernstem', 'Schrecken', 'ehren', '/', 'Vnd', 'fürchten', 'die', 'er', ""Hass't"", 'vnd', 'zitternd', 'schau', ""'"", 'n', 'wie', 'sehr', 'Sich', 'beider', 'Prächtig', 'Reich', '/', 'durch', 'Einigkeit', 'vermehr', '.']",
272,der gesandte auß reussen,,,,,LSch,positiv,62858,CATMA_E225EF1E-598F-41F3-A10A-D522BA78ED1E_0,24,Emotionen der Zuneigung,positiv,62726,Verehrung,"Der hochgewündtschte Tag / hochmächtigster der Helden
Die Persen je gekrön't / Fürst den mit Ruhm wird melden
Was nach vns leben sol","['Der', 'hochgewündtschte', 'Tag', '/', 'hochmächtigster', 'der', 'Helden', 'Die', 'Persen', 'je', 'gekrö', ""n't"", '/', 'Fürst', 'den', 'mit', 'Ruhm', 'wird', 'melden', 'Was', 'nach', 'vns', 'leben', 'sol']",
273,der gesandte auß reussen,,,,,LSch,positiv,63292,CATMA_E225EF1E-598F-41F3-A10A-D522BA78ED1E_1,49,Emotionen der Zuneigung,positiv,63043,Verehrung,"Der Tag ist numehr dar / der / dem das weite Land
Der Reussen zu Gebot; reicht die vertraute Hand
Als Bruder vnd vmbfast mit frölichstem Gemüte
Eu'r wolgeneigtes Hertz das voll von fester Güte
Sich vns zu Pfande gibt / der Feinde Trotz verschwindt.
","['Der', 'Tag', 'ist', 'numehr', 'dar', '/', 'der', '/', 'dem', 'das', 'weite', 'Land', 'Der', 'Reussen', 'zu', 'Gebot', ';', 'reicht', 'die', 'vertraute', 'Hand', 'Als', 'Bruder', 'vnd', 'vmbfast', 'mit', 'frölichstem', 'Gemüte', 'Eu', ""'"", 'r', 'wolgeneigtes', 'Hertz', 'das', 'voll', 'von', 'fester', 'Güte', 'Sich', 'vns', 'zu', 'Pfande', 'gibt', '/', 'der', 'Feinde', 'Trotz', 'verschwindt', '.']",
274,der gesandte auß reussen,,,,,LSch,positiv,63808,CATMA_E225EF1E-598F-41F3-A10A-D522BA78ED1E_2,47,Emotionen der Zuneigung,positiv,63567,Verehrung,"Vergön't dann höchster Fürst / das weil ich frölich scheide;
Mir nicht sey unerlaubt zu rühmen was beneyde
Der nichts denn Vnheil sucht / vergönt daß man erfahr
Das Czar15

 euch Ewig Hold / das Chach biß auff die Bar
Für vnserm Czaren steh.","['Vergö', ""n't"", 'dann', 'höchster', 'Fürst', '/', 'das', 'weil', 'ich', 'frölich', 'scheide', ';', 'Mir', 'nicht', 'sey', 'unerlaubt', 'zu', 'rühmen', 'was', 'beneyde', 'Der', 'nichts', 'denn', 'Vnheil', 'sucht', '/', 'vergönt', 'daß', 'man', 'erfahr', 'Das', 'Czar15', 'euch', 'Ewig', 'Hold', '/', 'das', 'Chach', 'biß', 'auff', 'die', 'Bar', 'Für', 'vnserm', 'Czaren', 'steh', '.']",
275,der gesandte auß reussen,,,,,LSch,positiv,63985,CATMA_E225EF1E-598F-41F3-A10A-D522BA78ED1E_3,35,Emotionen der Zuneigung,positiv,63809,Verehrung,"Vergönt daß ich erzehle
Daß es dem werthen Pers an keiner Tugend fehle
Daß an dem grossen Hoff mir so viel Gunst erzeugt;
Als auch den Vndanck selbst zu Danck vnd rühmen neigt.","['Vergönt', 'daß', 'ich', 'erzehle', 'Daß', 'es', 'dem', 'werthen', 'Pers', 'an', 'keiner', 'Tugend', 'fehle', 'Daß', 'an', 'dem', 'grossen', 'Hoff', 'mir', 'so', 'viel', 'Gunst', 'erzeugt', ';', 'Als', 'auch', 'den', 'Vndanck', 'selbst', 'zu', 'Danck', 'vnd', 'rühmen', 'neigt', '.']",
276,der gesandte auß reussen,,,,,LSch,positiv,64039,CATMA_E225EF1E-598F-41F3-A10A-D522BA78ED1E_4,13,Emotionen der Zuneigung,positiv,63986,Verehrung,Doch eh ich gantz zurück / O Ruhm der Helden / kehre;,"['Doch', 'eh', 'ich', 'gantz', 'zurück', '/', 'O', 'Ruhm', 'der', 'Helden', '/', 'kehre', ';']",
277,der gesandte auß reussen,,,,,LSch,positiv,64604,CATMA_E225EF1E-598F-41F3-A10A-D522BA78ED1E_5,21,Emotionen der Zuneigung,positiv,64504,Verehrung,"Czar bildet fest' jhm ein daß Abas mehr verzeih'
Als eine Fraw verwürckt; wie schuldig sie auch sey.","['Czar', 'bildet', 'fest', ""'"", 'jhm', 'ein', 'daß', 'Abas', 'mehr', ""verzeih'"", 'Als', 'eine', 'Fraw', 'verwürckt', ';', 'wie', 'schuldig', 'sie', 'auch', 'sey', '.']",
278,der gesandte auß reussen,,,,,LSch,positiv,64819,CATMA_E225EF1E-598F-41F3-A10A-D522BA78ED1E_6,23,Emotionen der Zuneigung,positiv,64684,Verehrung,"Da Czar auch anzusprechen
Durchlauchtigster Monarch vmb etwas das jhr sucht;
Versichert euch diß fest / ihr sucht nicht sonder frucht.
","['Da', 'Czar', 'auch', 'anzusprechen', 'Durchlauchtigster', 'Monarch', 'vmb', 'etwas', 'das', 'jhr', 'sucht', ';', 'Versichert', 'euch', 'diß', 'fest', '/', 'ihr', 'sucht', 'nicht', 'sonder', 'frucht', '.']",
279,,der gesandte auß reussen,,,,LSch,negativ,63567,CATMA_3164BB0D-0A7C-4E46-B824-CD53BED1D1F1,44,Emotionen der Angst,negativ,63342,Angst,"Wer gräntzt vnd ferne wohn't! wer von dem Schluß wird hören;
Wird beider eine Macht mit ernstem Schrecken ehren /
Vnd fürchten die er Hass't vnd zitternd schau'n wie sehr
Sich beider Prächtig Reich / durch Einigkeit vermehr.
","['Wer', 'gräntzt', 'vnd', 'ferne', 'woh', ""n't"", '!', 'wer', 'von', 'dem', 'Schluß', 'wird', 'hören', ';', 'Wird', 'beider', 'eine', 'Macht', 'mit', 'ernstem', 'Schrecken', 'ehren', '/', 'Vnd', 'fürchten', 'die', 'er', ""Hass't"", 'vnd', 'zitternd', 'schau', ""'"", 'n', 'wie', 'sehr', 'Sich', 'beider', 'Prächtig', 'Reich', '/', 'durch', 'Einigkeit', 'vermehr', '.']",
280,,der gesandte auß reussen,,,,LSch,positiv,63455,CATMA_FDD3DD43-6A03-4A94-B6E2-EFDF802A9E1A,23,Emotionen der Zuneigung,positiv,63342,Verehrung,"Wer gräntzt vnd ferne wohn't! wer von dem Schluß wird hören;
Wird beider eine Macht mit ernstem Schrecken ehren /","['Wer', 'gräntzt', 'vnd', 'ferne', 'woh', ""n't"", '!', 'wer', 'von', 'dem', 'Schluß', 'wird', 'hören', ';', 'Wird', 'beider', 'eine', 'Macht', 'mit', 'ernstem', 'Schrecken', 'ehren', '/']",
281,,der gesandte auß reussen,,,,LSch,negativ,64421,CATMA_00EAF599-E44F-4F43-A931-8BDF17AB1AD2,46,Emotionen des Leids,negativ,64200,Leid,"Helt an / vmb eine Fraw / der Bande zu entschlagen /
Die in Iberien vor dem die Cron getragen /
Vnd nun gefangen traur't. Es sey daß Sie verletzt
Den der sie jtzt noch strafft! daß sie sich widersetzt
Der höhern Majestet!","['Helt', 'an', '/', 'vmb', 'eine', 'Fraw', '/', 'der', 'Bande', 'zu', 'entschlagen', '/', 'Die', 'in', 'Iberien', 'vor', 'dem', 'die', 'Cron', 'getragen', '/', 'Vnd', 'nun', 'gefangen', ""traur't"", '.', 'Es', 'sey', 'daß', 'Sie', 'verletzt', 'Den', 'der', 'sie', 'jtzt', 'noch', 'strafft', '!', 'daß', 'sie', 'sich', 'widersetzt', 'Der', 'höhern', 'Majestet', '!']",
282,,,,,,LSch,positiv,64963,CATMA_D5A9DF3C-AA4A-4ECB-A3E6-E8EA91F0186E_0,25,Emotionen der Zuneigung,positiv,64828,Verehrung,"Was vnserm Bruder Czar ohn alles Falsch versprochen;
Sind wir für vnser Theil steiff / fest vnd vnverbrochen /
Zu halten stets gemeint.","['Was', 'vnserm', 'Bruder', 'Czar', 'ohn', 'alles', 'Falsch', 'versprochen', ';', 'Sind', 'wir', 'für', 'vnser', 'Theil', 'steiff', '/', 'fest', 'vnd', 'vnverbrochen', '/', 'Zu', 'halten', 'stets', 'gemeint', '.']",
283,,,,,,LSch,positiv,65087,CATMA_D5A9DF3C-AA4A-4ECB-A3E6-E8EA91F0186E_1,8,Emotionen der Zuneigung,positiv,65040,Verehrung,Der mächtigste Monarch der Reussen müsse leben!,"['Der', 'mächtigste', 'Monarch', 'der', 'Reussen', 'müsse', 'leben', '!']",
284,der gesandte auß reussen,,,,,LSch,positiv,65374,CATMA_A7E837CF-8BB1-48DB-892C-7146D804BEA7,12,Emotionen der Zuneigung,positiv,65320,Verehrung,Der Persen Sonn vnd Wonn Chach Abas herrsch' vnd lebe.,"['Der', 'Persen', 'Sonn', 'vnd', 'Wonn', 'Chach', 'Abas', 'herrsch', ""'"", 'vnd', 'lebe', '.']",
