,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens
237,riccaut (Riccaut),das_fraeulein (Minna von Barnhelm),,,,LS,negativ,111131,CATMA_AB711AD3-DB74-480D-9ADB-009E82558AA1,5,Emotionen des Leids,negativ,111109,Leid,"Das ist viel Unglück.
","['Das', 'ist', 'viel', 'Unglück', '.']"
238,,,riccaut (Riccaut),,,LS,negativ,111238,CATMA_4823731C-CFE9-49E2-8A05-1F57F3556F95,4,Emotionen des Leids,negativ,111220,Mitleid,"Ich beklage sehr.
","['Ich', 'beklage', 'sehr', '.']"
239,,,riccaut (Riccaut),,,LS,negativ,111682,CATMA_E7FF1F4A-DCA2-4108-8E57-D863064FF8A5,6,Emotionen des Leids,negativ,111656,Mitleid,"Es tut mir ungemein leid.
","['Es', 'tut', 'mir', 'ungemein', 'leid', '.']"
240,,,,,,LS,negativ,112902,CATMA_D08BABB8-6393-435A-91AF-DD11BE8A2C52,9,Emotionen des Leids,negativ,112860,Mitleid,"Franziska, der Mann tauert mich im Ernste.","['Franziska', ',', 'der', 'Mann', 'tauert', 'mich', 'im', 'Ernste', '.']"
241,riccaut (Riccaut),,,,,LS,positiv,113872,CATMA_D22A2D18-AA42-43DD-83E4-CA52DE23E855,10,Emotionen der Freude,positiv,113827,Freude,"Ah, Mademoiselle, que Vous étes charmante! –
","['Ah', ',', 'Mademoiselle', ',', 'que', 'Vous', 'étes', 'charmante', '!', '–']"
242,,das_fraeulein (Minna von Barnhelm),,,,LS,positiv,114841,CATMA_6FF752A1-2EEE-479D-B4E5-9512E29C8730,17,Emotionen der Freude,positiv,114758,Freude,"Wenn wir glücklich sind, mein Herr, so werden Sie mir meinen Anteil schon bringen.
","['Wenn', 'wir', 'glücklich', 'sind', ',', 'mein', 'Herr', ',', 'so', 'werden', 'Sie', 'mir', 'meinen', 'Anteil', 'schon', 'bringen', '.']"
243,,,,,,LS,negativ,115148,CATMA_38939163-16B7-4334-9C5D-F9475A460E11,17,Emotionen der Ablehnung,negativ,115076,Ärger,"Wo für seh mik Ihro Gnad an? Für ein Einfalspinse? für ein dumme Teuff?
","['Wo', 'für', 'seh', 'mik', 'Ihro', 'Gnad', 'an', '?', 'Für', 'ein', 'Einfalspinse', '?', 'für', 'ein', 'dumme', 'Teuff', '?']"
244,das_fraeulein (Minna von Barnhelm),,,,,LS,negativ,115599,CATMA_AB0129B5-9A2D-4D2B-8EEE-511BC8A02437,9,Emotionen der Angst,negativ,115563,Angst,"Sie werden doch nicht, mein Herr? –
","['Sie', 'werden', 'doch', 'nicht', ',', 'mein', 'Herr', '?', '–']"
245,das_fraeulein (Minna von Barnhelm),,,,,LS,negativ,115721,CATMA_F0551E8C-2CEA-47BD-A44A-1887CAA74307,5,Emotionen der Angst,negativ,115695,Angst,"Falsch spielen? betrügen?
","['Falsch', 'spielen', '?', 'betrügen', '?']"
246,riccaut (Riccaut),,,,,LS,negativ,115992,CATMA_55BFDC68-F6F6-440A-A74F-9B8C12C9FDAE,25,Emotionen der Ablehnung,negativ,115868,Ärger,"das nenn die Deutsch betrügen? betrügen! O, was
              ist die deutsch Sprak für ein arm Sprak! für ein plump Sprak!
","['das', 'nenn', 'die', 'Deutsch', 'betrügen', '?', 'betrügen', '!', 'O', ',', 'was', 'ist', 'die', 'deutsch', 'Sprak', 'für', 'ein', 'arm', 'Sprak', '!', 'für', 'ein', 'plump', 'Sprak', '!']"
247,das_fraeulein (Minna von Barnhelm),,,,,LS,negativ,116044,CATMA_FA8A2D38-1A35-4FAA-AEBE-7DF6039C2C99,10,Emotionen der Ablehnung,negativ,116007,Ärger,"Nein, mein Herr, wenn Sie so denken –","['Nein', ',', 'mein', 'Herr', ',', 'wenn', 'Sie', 'so', 'denken', '–']"
248,,,,,,LS,negativ,116350,CATMA_E5C58FBD-4D7F-45D1-8BC6-376860FAA893,52,Emotionen der Ablehnung,negativ,116055,Ärger,"Laissés-moi faire, Mademoiselle, und sein Sie ruhik! Was gehn Sie an, wie ik spiel? –
              Genug, morgen entweder sehn mik wieder Ihro Gnad mit hundert Pistol, oder seh mik
              wieder gar nit – Votre très-humble, Mademoiselle, votre très- humble – Eilends
                ab.
","['Laissés-moi', 'faire', ',', 'Mademoiselle', ',', 'und', 'sein', 'Sie', 'ruhik', '!', 'Was', 'gehn', 'Sie', 'an', ',', 'wie', 'ik', 'spiel', '?', '–', 'Genug', ',', 'morgen', 'entweder', 'sehn', 'mik', 'wieder', 'Ihro', 'Gnad', 'mit', 'hundert', 'Pistol', ',', 'oder', 'seh', 'mik', 'wieder', 'gar', 'nit', '–', 'Votre', 'très-humble', ',', 'Mademoiselle', ',', 'votre', 'très-', 'humble', '–', 'Eilends', 'ab', '.']"
249,,,,,,LS,Emotionale Bewegtheit,116408,CATMA_C535C957-856D-4066-A83C-94F8EF3D8627_0,7,Emotionale Bewegtheit,Emotionale Bewegtheit,116365,Emotionale Bewegtheit,die ihm mit Erstaunen und Verdruß nachsieht,"['die', 'ihm', 'mit', 'Erstaunen', 'und', 'Verdruß', 'nachsieht']"
250,,,,,,LS,Emotionale Bewegtheit,116457,CATMA_C535C957-856D-4066-A83C-94F8EF3D8627_1,13,Emotionale Bewegtheit,Emotionale Bewegtheit,116399,Emotionale Bewegtheit,"nachsieht.
Ich wünsche das letzte, mein Herr, das letzte!
","['nachsieht', '.', 'Ich', 'wünsche', 'das', 'letzte', ',', 'mein', 'Herr', ',', 'das', 'letzte', '!']"
251,,,,,,LS,Emotionale Bewegtheit,116410,CATMA_11FC9DF7-CDCF-4C5E-B0DF-78271E09AC3C,8,Emotionale Bewegtheit,Emotionale Bewegtheit,116365,Emotionale Bewegtheit,"die ihm mit Erstaunen und Verdruß nachsieht.
","['die', 'ihm', 'mit', 'Erstaunen', 'und', 'Verdruß', 'nachsieht', '.']"
252,,,riccaut (Riccaut),,,LS,negativ,116457,CATMA_8E53DACC-2136-4578-86DD-0C48739B81C3,11,Emotionen der Ablehnung,negativ,116411,Ärger,"ch wünsche das letzte, mein Herr, das letzte!
","['ch', 'wünsche', 'das', 'letzte', ',', 'mein', 'Herr', ',', 'das', 'letzte', '!']"
253,franziska (Franziska),,,,,LS,negativ,116521,CATMA_2D20DE2B-C735-44D9-AC9A-619AC4CEE25A,2,Emotionen der Ablehnung,negativ,116511,Ärger,erbittert.,"['erbittert', '.']"
254,,,,,,LS,Emotionale Bewegtheit,116561,CATMA_9EC7714A-68F8-4710-9200-CBFE5E6EE1F7,13,Emotionale Bewegtheit,Emotionale Bewegtheit,116511,Emotionale Bewegtheit,"erbittert.
Kann ich noch reden? O schön! o schön!
","['erbittert', '.', 'Kann', 'ich', 'noch', 'reden', '?', 'O', 'schön', '!', 'o', 'schön', '!']"
255,,,das_fraeulein (Minna von Barnhelm),,,LS,negativ,116561,CATMA_0F728539-497F-4E31-A48E-0032DFE33B74,11,Emotionen der Ablehnung,negativ,116522,Ärger,"Kann ich noch reden? O schön! o schön!
","['Kann', 'ich', 'noch', 'reden', '?', 'O', 'schön', '!', 'o', 'schön', '!']"
256,franziska (Franziska),,,,,LS,positiv,116604,CATMA_EEC55D19-7222-41A3-8B2B-241C947D7E76,7,Emotionen der Freude,positiv,116576,Schadenfreude,Spotte nur; ich verdiene es.,"['Spotte', 'nur', ';', 'ich', 'verdiene', 'es', '.']"
257,,,,,,LS,positiv,116717,CATMA_792F7987-AF21-4F3C-943C-68CC9151B6A9,10,Emotionen der Freude,positiv,116668,Schadenfreude," Spotte nicht, Franziska; ich verdiene es nicht.
","['Spotte', 'nicht', ',', 'Franziska', ';', 'ich', 'verdiene', 'es', 'nicht', '.']"
258,franziska (Franziska),,,,,LS,negativ,116845,CATMA_57BA5B5B-531D-432F-911E-3B69FBF1CB6F,17,Emotionen der Ablehnung,negativ,116729,Ärger,"Vortrefflich! da haben Sie etwas Allerliebstes getan; einen Spitzbuben wieder auf die
              Beine geholfen.
","['Vortrefflich', '!', 'da', 'haben', 'Sie', 'etwas', 'Allerliebstes', 'getan', ';', 'einen', 'Spitzbuben', 'wieder', 'auf', 'die', 'Beine', 'geholfen', '.']"
259,das_fraeulein (Minna von Barnhelm),,,,,LS,negativ,116886,CATMA_280980E0-89A5-42C8-9C29-9359873D6CD7_0,4,Emotionen des Leids,negativ,116860,Mitleid,Es war einem Unglücklichen,"['Es', 'war', 'einem', 'Unglücklichen']"
260,das_fraeulein (Minna von Barnhelm),,,,,LS,negativ,116898,CATMA_280980E0-89A5-42C8-9C29-9359873D6CD7_1,3,Emotionen des Leids,negativ,116873,Mitleid,"Unglücklichen zugedacht.
","['Unglücklichen', 'zugedacht', '.']"
261,,,,,,LS,negativ,117059,CATMA_D648C8BC-FE50-47FB-BDB3-6E5ADAF4A222,32,Emotionen der Angst,negativ,116910,Verzweiflung,"Und was das Beste dabei ist: der Kerl hält Sie für seines gleichen. – O ich muß ihm
              nach, und ihm das Geld wieder abnehmen. Will fort.
","['Und', 'was', 'das', 'Beste', 'dabei', 'ist', ':', 'der', 'Kerl', 'hält', 'Sie', 'für', 'seines', 'gleichen', '.', '–', 'O', 'ich', 'muß', 'ihm', 'nach', ',', 'und', 'ihm', 'das', 'Geld', 'wieder', 'abnehmen', '.', 'Will', 'fort', '.']"
262,franziska (Franziska),,,,,LS,negativ,117356,CATMA_2FCAA51E-02E1-4ACE-98DE-28E23339E177_0,15,Emotionen der Ablehnung,negativ,117278,Ärger,"Zehn Pistolen! Sie hörten ja, Fräulein, daß es ein Bettler
              war! ","['Zehn', 'Pistolen', '!', 'Sie', 'hörten', 'ja', ',', 'Fräulein', ',', 'daß', 'es', 'ein', 'Bettler', 'war', '!']"
263,franziska (Franziska),,,,,LS,negativ,117743,CATMA_2FCAA51E-02E1-4ACE-98DE-28E23339E177_1,60,Emotionen der Ablehnung,negativ,117396,Ärger,"Wer wird einem Bettler so
              viel geben? Und ihm noch dazu die Erniedrigung, es erbettelt zu haben, zu ersparen
              suchen? Den Mildtätigen, der den Bettler aus Großmut verkennen will, verkennt der
              Bettler wieder. Nun mögen Sie es haben, Fräulein, wenn er Ihre Gabe, ich weiß nicht
              wofür, ansieht. ","['Wer', 'wird', 'einem', 'Bettler', 'so', 'viel', 'geben', '?', 'Und', 'ihm', 'noch', 'dazu', 'die', 'Erniedrigung', ',', 'es', 'erbettelt', 'zu', 'haben', ',', 'zu', 'ersparen', 'suchen', '?', 'Den', 'Mildtätigen', ',', 'der', 'den', 'Bettler', 'aus', 'Großmut', 'verkennen', 'will', ',', 'verkennt', 'der', 'Bettler', 'wieder', '.', 'Nun', 'mögen', 'Sie', 'es', 'haben', ',', 'Fräulein', ',', 'wenn', 'er', 'Ihre', 'Gabe', ',', 'ich', 'weiß', 'nicht', 'wofür', ',', 'ansieht', '.']"
264,,,,,,LS,negativ,117873,CATMA_0E20C647-F59F-4EAE-AAE9-76453154852E,16,Emotionen der Ablehnung,negativ,117783,Ärger,"Wollen Sie mir
              das Blut noch mehr in Wallung bringen? Ich mag nicht trinken.","['Wollen', 'Sie', 'mir', 'das', 'Blut', 'noch', 'mehr', 'in', 'Wallung', 'bringen', '?', 'Ich', 'mag', 'nicht', 'trinken', '.']"
265,das_fraeulein (Minna von Barnhelm),,,,,LS,negativ,118421,CATMA_AC8FCD87-0256-432A-8E14-76E8A4F26F5A,20,Emotionen des Leids,negativ,118305,Mitleid,"Und sie sind doch auch Menschen. – Und öfters bei
              weitem so schlechte Menschen nicht, als sie scheinen","['Und', 'sie', 'sind', 'doch', 'auch', 'Menschen', '.', '–', 'Und', 'öfters', 'bei', 'weitem', 'so', 'schlechte', 'Menschen', 'nicht', ',', 'als', 'sie', 'scheinen']"
266,das_fraeulein (Minna von Barnhelm),,,,,LS,negativ,118476,CATMA_51AF6B5D-5502-4A20-BB77-9CF6113558C8,7,Emotionen des Leids,negativ,118425,Mitleid,"Man muß ihre gute Seite nur
              aufsuchen","['Man', 'muß', 'ihre', 'gute', 'Seite', 'nur', 'aufsuchen']"
267,,,,,,LS,negativ,118944,CATMA_498545A1-1D30-457C-A9AF-A159696A5691,87,Emotionen des Leids,negativ,118479,Mitleid," Ich bilde mir ein, dieser Franzose ist nichts, als eitel. Aus bloßer
              Eitelkeit macht er sich zum falschen Spieler; er will mir nicht verbunden scheinen; er
              will sich den Dank ersparen. Vielleicht, daß er nun hingeht, seine kleine Schulden
              bezahlt, von dem Reste, so weit er reicht, still und sparsam lebt, und an das Spiel
              nicht denkt. Wenn das ist, liebe Franziska, so laß ihn Rekruten holen, wenn er will. ","['Ich', 'bilde', 'mir', 'ein', ',', 'dieser', 'Franzose', 'ist', 'nichts', ',', 'als', 'eitel', '.', 'Aus', 'bloßer', 'Eitelkeit', 'macht', 'er', 'sich', 'zum', 'falschen', 'Spieler', ';', 'er', 'will', 'mir', 'nicht', 'verbunden', 'scheinen', ';', 'er', 'will', 'sich', 'den', 'Dank', 'ersparen', '.', 'Vielleicht', ',', 'daß', 'er', 'nun', 'hingeht', ',', 'seine', 'kleine', 'Schulden', 'bezahlt', ',', 'von', 'dem', 'Reste', ',', 'so', 'weit', 'er', 'reicht', ',', 'still', 'und', 'sparsam', 'lebt', ',', 'und', 'an', 'das', 'Spiel', 'nicht', 'denkt', '.', 'Wenn', 'das', 'ist', ',', 'liebe', 'Franziska', ',', 'so', 'laß', 'ihn', 'Rekruten', 'holen', ',', 'wenn', 'er', 'will', '.']"
268,franziska (Franziska),,,,,LS,negativ,119442,CATMA_FDE7EC15-58B2-46A7-9D15-4F9A007B51EE,25,Emotionen des Leids,negativ,119319,Mitleid,"Sie bemerken an ihm, an  ihm, dem besten Manne,
              ein wenig Stolz, und darum wollen Sie ihn so grausam necken?
","['Sie', 'bemerken', 'an', 'ihm', ',', 'an', 'ihm', ',', 'dem', 'besten', 'Manne', ',', 'ein', 'wenig', 'Stolz', ',', 'und', 'darum', 'wollen', 'Sie', 'ihn', 'so', 'grausam', 'necken', '?']"
269,,,,,,LS,negativ,119697,CATMA_23A91565-0614-43A6-B9E4-CF600C22F1FC,49,Emotionen der Ablehnung,negativ,119457,Ärger,"Kömmst du da wieder hin? – Schweig, das will ich nun einmal so. Wo du mir diese Lust
              verdirbst; wo du nicht alles sagst und tust, wie wir es abgeredet haben! – Ich will
              dich schon allein mit ihm lassen; und dann ","['Kömmst', 'du', 'da', 'wieder', 'hin', '?', '–', 'Schweig', ',', 'das', 'will', 'ich', 'nun', 'einmal', 'so', '.', 'Wo', 'du', 'mir', 'diese', 'Lust', 'verdirbst', ';', 'wo', 'du', 'nicht', 'alles', 'sagst', 'und', 'tust', ',', 'wie', 'wir', 'es', 'abgeredet', 'haben', '!', '–', 'Ich', 'will', 'dich', 'schon', 'allein', 'mit', 'ihm', 'lassen', ';', 'und', 'dann']"
270,,paul_werner (Paul Werner),,,,LS,positiv,120402,CATMA_237D7A0D-8DA7-4C99-80EC-81467A9AC350,33,Emotionen der Zuneigung,positiv,120189,Verehrung,"Der Major von Tellheim läßt an das gnädige Fräulein von Barnhelm durch mich, den
              Wachtmeister Werner, seinen untertänigen Respekt vermelden, und sagen, daß er sogleich
              hier sein werde.
","['Der', 'Major', 'von', 'Tellheim', 'läßt', 'an', 'das', 'gnädige', 'Fräulein', 'von', 'Barnhelm', 'durch', 'mich', ',', 'den', 'Wachtmeister', 'Werner', ',', 'seinen', 'untertänigen', 'Respekt', 'vermelden', ',', 'und', 'sagen', ',', 'daß', 'er', 'sogleich', 'hier', 'sein', 'werde', '.']"
271,,,,,,LS,positiv,122272,CATMA_86FA0F02-4A9C-4C5C-A23A-A4F1DD38B0D0,85,Emotionen der Zuneigung,positiv,121811,Liebe," Ja, gnädiges Fräulein, das ist mein Wachtmeister. Sie finden ihn, ohne Zweifel, ein
              wenig steif und hölzern. Jetzt kam er mir fast auch so vor. Aber ich merke wohl; er
              glaubte, vor Ihro Gnaden, auf die Parade ziehen zu müssen. Und wenn die Soldaten
              paradieren, – ja freilich scheinen sie da mehr Drechslerpuppen, als Männer. Sie
              sollten ihn hingegen nur sehn und hören, wenn er sich selbst gelassen ist.
","['Ja', ',', 'gnädiges', 'Fräulein', ',', 'das', 'ist', 'mein', 'Wachtmeister', '.', 'Sie', 'finden', 'ihn', ',', 'ohne', 'Zweifel', ',', 'ein', 'wenig', 'steif', 'und', 'hölzern', '.', 'Jetzt', 'kam', 'er', 'mir', 'fast', 'auch', 'so', 'vor', '.', 'Aber', 'ich', 'merke', 'wohl', ';', 'er', 'glaubte', ',', 'vor', 'Ihro', 'Gnaden', ',', 'auf', 'die', 'Parade', 'ziehen', 'zu', 'müssen', '.', 'Und', 'wenn', 'die', 'Soldaten', 'paradieren', ',', '–', 'ja', 'freilich', 'scheinen', 'sie', 'da', 'mehr', 'Drechslerpuppen', ',', 'als', 'Männer', '.', 'Sie', 'sollten', 'ihn', 'hingegen', 'nur', 'sehn', 'und', 'hören', ',', 'wenn', 'er', 'sich', 'selbst', 'gelassen', 'ist', '.']"
272,,,,,,LS,positiv,123462,CATMA_9515F80D-7B3D-43FA-8E17-2C8EE8FAD20C,26,Emotionen der Freude,positiv,123314,Freude," Sie sind
              ja da! Und ein Vergnügen erwarten, ist auch ein Vergnügen. – Nun? Indem sie ihm
                lächelnd ins Gesicht sieht.
","['Sie', 'sind', 'ja', 'da', '!', 'Und', 'ein', 'Vergnügen', 'erwarten', ',', 'ist', 'auch', 'ein', 'Vergnügen', '.', '–', 'Nun', '?', 'Indem', 'sie', 'ihm', 'lächelnd', 'ins', 'Gesicht', 'sieht', '.']"
273,unpersönlich,,,,,LS,positiv,125950,CATMA_A9CE2346-338C-4BA6-A60C-7B26990E281D,41,Emotionen der Freude,positiv,125732,Schadenfreude,"Das ist sie, würde es heißen, das ist das
              Fräulein von Barnhelm, die sich einbildete, weil sie reich sei, den wackern Tellheim
              zu bekommen: als ob die wackern Männer für Geld zu haben wären!","['Das', 'ist', 'sie', ',', 'würde', 'es', 'heißen', ',', 'das', 'ist', 'das', 'Fräulein', 'von', 'Barnhelm', ',', 'die', 'sich', 'einbildete', ',', 'weil', 'sie', 'reich', 'sei', ',', 'den', 'wackern', 'Tellheim', 'zu', 'bekommen', ':', 'als', 'ob', 'die', 'wackern', 'Männer', 'für', 'Geld', 'zu', 'haben', 'wären', '!']"
274,,,,,,LS,negativ,126488,CATMA_1D1987B0-3B54-4522-BA2A-4FE3ABBBD246,21,Emotionen der Angst,negativ,126338,Verzweiflung,"Sie werden Ihnen
              einen abgedankten, an seiner Ehre gekränkten Offizier, einen Krüppel, einen Bettler,
              trefflich beneiden.
","['Sie', 'werden', 'Ihnen', 'einen', 'abgedankten', ',', 'an', 'seiner', 'Ehre', 'gekränkten', 'Offizier', ',', 'einen', 'Krüppel', ',', 'einen', 'Bettler', ',', 'trefflich', 'beneiden', '.']"
275,,,,,,LS,positiv,127677,CATMA_872E1F13-2EAA-4021-ABF7-91EEA1ACC993,30,Emotionen der Zuneigung,positiv,127496,Liebe,"Ich sage den Großen meinen großen
              Dank, daß sie ihre Ansprüche auf einen Mann haben fahren lassen, den ich doch nur sehr
              ungern mit ihnen geteilet hätte.","['Ich', 'sage', 'den', 'Großen', 'meinen', 'großen', 'Dank', ',', 'daß', 'sie', 'ihre', 'Ansprüche', 'auf', 'einen', 'Mann', 'haben', 'fahren', 'lassen', ',', 'den', 'ich', 'doch', 'nur', 'sehr', 'ungern', 'mit', 'ihnen', 'geteilet', 'hätte', '.']"
276,,,,,,LS,negativ,128441,CATMA_D347CD69-51D0-4D8E-857C-F7305A1E06C0,43,Emotionen des Leids,negativ,128158,Mitleid," Lieber Tellheim, wenn Sie auf den Verlust Ihrer
              gesunden Gliedmaßen betteln zu gehen denken: so prophezeie ich Ihnen voraus, daß Sie
              vor den wenigsten Türen etwas bekommen werden; ausgenommen vor den Türen der
              gutherzigen Mädchen, wie ich.
","['Lieber', 'Tellheim', ',', 'wenn', 'Sie', 'auf', 'den', 'Verlust', 'Ihrer', 'gesunden', 'Gliedmaßen', 'betteln', 'zu', 'gehen', 'denken', ':', 'so', 'prophezeie', 'ich', 'Ihnen', 'voraus', ',', 'daß', 'Sie', 'vor', 'den', 'wenigsten', 'Türen', 'etwas', 'bekommen', 'werden', ';', 'ausgenommen', 'vor', 'den', 'Türen', 'der', 'gutherzigen', 'Mädchen', ',', 'wie', 'ich', '.']"
277,,,,,,LS,positiv,128891,CATMA_A70123E8-B9F4-4551-84F2-1702752B1B3A,55,Emotionen der Freude,positiv,128581,Schadenfreude,"Ich will nicht mehr mutwillig
              sein. Denn ich besinne mich, daß Sie allerdings ein kleiner Krüppel sind. Ein Schuß
              hat Ihnen den rechten Arm ein wenig gelähmt. – Doch alles wohl überlegt: so ist auch
              das so schlimm nicht. Um so viel sichrer bin ich vor Ihren Schlägen.
","['Ich', 'will', 'nicht', 'mehr', 'mutwillig', 'sein', '.', 'Denn', 'ich', 'besinne', 'mich', ',', 'daß', 'Sie', 'allerdings', 'ein', 'kleiner', 'Krüppel', 'sind', '.', 'Ein', 'Schuß', 'hat', 'Ihnen', 'den', 'rechten', 'Arm', 'ein', 'wenig', 'gelähmt', '.', '–', 'Doch', 'alles', 'wohl', 'überlegt', ':', 'so', 'ist', 'auch', 'das', 'so', 'schlimm', 'nicht', '.', 'Um', 'so', 'viel', 'sichrer', 'bin', 'ich', 'vor', 'Ihren', 'Schlägen', '.']"
278,von_tellheim (Major von Tellheim),,,,,LS,negativ,128916,CATMA_0BB44976-8BA9-4C6A-9A6F-B3273CA16C4A,2,Emotionen der Ablehnung,negativ,128906,Ärger,"Fräulein!
","['Fräulein', '!']"
279,,,,,,LS,negativ,129178,CATMA_6E1184B5-D518-4C2E-9BB0-8EA96DBD7AE9,18,Emotionen des Leids,negativ,129096,Leid,"Sie wollen lachen, mein Fräulein. Ich beklage nur, daß ich nicht mit lachen kann.
","['Sie', 'wollen', 'lachen', ',', 'mein', 'Fräulein', '.', 'Ich', 'beklage', 'nur', ',', 'daß', 'ich', 'nicht', 'mit', 'lachen', 'kann', '.']"
280,,,,,,LS,negativ,129828,CATMA_1D2D6B9E-F949-4562-B130-36BCDD839D02,53,Emotionen des Leids,negativ,129513,Leid,"Weil Sie verabschiedet sind, nennen Sie
              sich an Ihrer Ehre gekränkt: weil Sie einen Schuß in dem Arme haben, machen Sie sich
              zu einem Krüppel. Ist das so recht? Ist das keine Übertreibung? Und ist es meine
              Einrichtung, daß alle Übertreibungen des Lächerlichen so fähig sind","['Weil', 'Sie', 'verabschiedet', 'sind', ',', 'nennen', 'Sie', 'sich', 'an', 'Ihrer', 'Ehre', 'gekränkt', ':', 'weil', 'Sie', 'einen', 'Schuß', 'in', 'dem', 'Arme', 'haben', ',', 'machen', 'Sie', 'sich', 'zu', 'einem', 'Krüppel', '.', 'Ist', 'das', 'so', 'recht', '?', 'Ist', 'das', 'keine', 'Übertreibung', '?', 'Und', 'ist', 'es', 'meine', 'Einrichtung', ',', 'daß', 'alle', 'Übertreibungen', 'des', 'Lächerlichen', 'so', 'fähig', 'sind']"
281,,das_fraeulein (Minna von Barnhelm),,,,LS,negativ,130226,CATMA_FD5FA352-8BA0-41BD-B5A1-2A5DD57AF05C,45,Emotionen des Leids,negativ,129940,Leid," Sie
              werden einmal, zweimal, dreimal Ihre Equipage verloren haben; bei dem oder jenem
              Banquier werden einige Kapitale jetzt mit schwinden; Sie werden diesen und jenen
              Vorschuß, den Sie im Dienste getan, keine Hoffnung haben, wieder zu erhalten:","['Sie', 'werden', 'einmal', ',', 'zweimal', ',', 'dreimal', 'Ihre', 'Equipage', 'verloren', 'haben', ';', 'bei', 'dem', 'oder', 'jenem', 'Banquier', 'werden', 'einige', 'Kapitale', 'jetzt', 'mit', 'schwinden', ';', 'Sie', 'werden', 'diesen', 'und', 'jenen', 'Vorschuß', ',', 'den', 'Sie', 'im', 'Dienste', 'getan', ',', 'keine', 'Hoffnung', 'haben', ',', 'wieder', 'zu', 'erhalten', ':']"
282,,,,,,LS,positiv,131306,CATMA_80099DB0-2568-401F-A10B-9FD817C41D5D,15,Emotionen der Zuneigung,positiv,131222,Liebe," Ich liebte Sie um dieser Tat willen, ohne Sie noch
              gesehen zu haben.
","['Ich', 'liebte', 'Sie', 'um', 'dieser', 'Tat', 'willen', ',', 'ohne', 'Sie', 'noch', 'gesehen', 'zu', 'haben', '.']"
283,,,,,,LS,negativ,132222,CATMA_8ED5DB99-05A6-48EB-989E-EB1BDC8F70B9,119,Emotionen des Leids,negativ,131528,Leid,"aber mir ward das Eigentum desselben streitig gemacht. Man zog
              spöttisch das Maul, als ich versicherte, die Valute bar hergegeben zu haben. Man erklärte ihn für eine Bestechung, für das Gratial der Stände, weil ich
              sobald mit ihnen auf die niedrigste Summe einig geworden war, mit der ich mich nur im
              äußersten Notfall zu begnügen, Vollmacht hatte. So kam der Wechsel aus meinen Händen,
              und wenn er bezahlt wird, wird er sicherlich nicht an mich bezahlt. – Hierdurch, mein
              Fräulein, halte ich meine Ehre für gekränkt; nicht durch den Abschied, den ich
              gefordert haben würde, wenn ich ihn nicht bekommen hätte. ","['aber', 'mir', 'ward', 'das', 'Eigentum', 'desselben', 'streitig', 'gemacht', '.', 'Man', 'zog', 'spöttisch', 'das', 'Maul', ',', 'als', 'ich', 'versicherte', ',', 'die', 'Valute', 'bar', 'hergegeben', 'zu', 'haben', '.', 'Man', 'erklärte', 'ihn', 'für', 'eine', 'Bestechung', ',', 'für', 'das', 'Gratial', 'der', 'Stände', ',', 'weil', 'ich', 'sobald', 'mit', 'ihnen', 'auf', 'die', 'niedrigste', 'Summe', 'einig', 'geworden', 'war', ',', 'mit', 'der', 'ich', 'mich', 'nur', 'im', 'äußersten', 'Notfall', 'zu', 'begnügen', ',', 'Vollmacht', 'hatte', '.', 'So', 'kam', 'der', 'Wechsel', 'aus', 'meinen', 'Händen', ',', 'und', 'wenn', 'er', 'bezahlt', 'wird', ',', 'wird', 'er', 'sicherlich', 'nicht', 'an', 'mich', 'bezahlt', '.', '–', 'Hierdurch', ',', 'mein', 'Fräulein', ',', 'halte', 'ich', 'meine', 'Ehre', 'für', 'gekränkt', ';', 'nicht', 'durch', 'den', 'Abschied', ',', 'den', 'ich', 'gefordert', 'haben', 'würde', ',', 'wenn', 'ich', 'ihn', 'nicht', 'bekommen', 'hätte', '.']"
