,Gemeinte_Source:_Experiencer,Gemeinte_Source:_Zuschreibende_Instanz,Gemeintes_Target:_Charakter,Gemeintes_Target:_Nicht-Charakter,Polarität,annotator,base_polarity,end,id,length_in_tokens,main_emotion_class,polarity,start,tag_type,text,tokens,File
387,,,,,,ER,negativ,1250,CATMA_4EABC493-FC7C-40C0-B09E-1DD27EE335E0,17,Emotionen des Leids,negativ,1118,Leid,"Werden Sie mir 
              vergeben, wenn ich mich nach der Ursache dieser schleunigen Veränderung mich
              erkundige?
","['Werden', 'Sie', 'mir', 'vergeben', ',', 'wenn', 'ich', 'mich', 'nach', 'der', 'Ursache', 'dieser', 'schleunigen', 'Veränderung', 'mich', 'erkundige', '?']",Freigeist_Brawe_main_emotion_class_filtered.csv
388,,,,,,ER,Emotionale Bewegtheit,1542,CATMA_51A083A3-9FDB-435A-95FD-6CD189A963A6,23,Emotionale Bewegtheit,Emotionale Bewegtheit,1409,Emotionale Bewegtheit,"Du betrogst dich nicht, es war Granville, mit dem ich in London durch den Klerdon in
              eine kurze Bekanntschaft gerieth.
","['Du', 'betrogst', 'dich', 'nicht', ',', 'es', 'war', 'Granville', ',', 'mit', 'dem', 'ich', 'in', 'London', 'durch', 'den', 'Klerdon', 'in', 'eine', 'kurze', 'Bekanntschaft', 'gerieth', '.']",Freigeist_Brawe_main_emotion_class_filtered.csv
389,widston,,,,,ER,negativ,1617,CATMA_1FCB2909-098E-4F54-BBE4-C721E5BCF375,11,Emotionen des Leids,negativ,1552,Mitleid,"Und seine Gegenwart kann in Ihnen so heftige Bewegungen erregen?
","['Und', 'seine', 'Gegenwart', 'kann', 'in', 'Ihnen', 'so', 'heftige', 'Bewegungen', 'erregen', '?']",Freigeist_Brawe_main_emotion_class_filtered.csv
390,,,,,,ER,negativ,1946,CATMA_E2ECD42B-F2BF-473D-A9A9-BC60CDF798BA,18,Emotionen des Leids,negativ,1847,Leid,"Du kennst mich, Widston, du mußt also die Qual kennen,
              die jetzt mein Herz zerfoltert","['Du', 'kennst', 'mich', ',', 'Widston', ',', 'du', 'mußt', 'also', 'die', 'Qual', 'kennen', ',', 'die', 'jetzt', 'mein', 'Herz', 'zerfoltert']",Freigeist_Brawe_main_emotion_class_filtered.csv
391,,,,,,ER,Emotionale Bewegtheit,2165,CATMA_C0BCA577-9113-4A3A-ACBF-BF7C0B5A0A9D,32,Emotionale Bewegtheit,Emotionale Bewegtheit,1948,Emotionale Bewegtheit," Jedoch alle meine Worte werden dir unauflösliche
              Räthsel  scheinen; ich sehe es, deine neubegierigen Augen fragen mich
              bereits um ein Geheimniß, daß du verdientest eher erfahren zu haben. ","['Jedoch', 'alle', 'meine', 'Worte', 'werden', 'dir', 'unauflösliche', 'Räthsel', 'scheinen', ';', 'ich', 'sehe', 'es', ',', 'deine', 'neubegierigen', 'Augen', 'fragen', 'mich', 'bereits', 'um', 'ein', 'Geheimniß', ',', 'daß', 'du', 'verdientest', 'eher', 'erfahren', 'zu', 'haben', '.']",Freigeist_Brawe_main_emotion_class_filtered.csv
392,,,widston,,,ER,negativ,2197,CATMA_E284B1A2-8F8D-41F4-A360-F3345DFCAE18,3,Emotionen des Leids,negativ,2165,Leid,"Entschuldige
              mich.","['Entschuldige', 'mich', '.']",Freigeist_Brawe_main_emotion_class_filtered.csv
393,,,,,,ER,positiv,2315,CATMA_45D0B8B5-632B-4586-877E-15D8F370651E_0,21,Emotionen der Zuneigung,positiv,2197,Verehrung," Du bist meines Vertrauens würdig. Die letztere Probe, die du mir davon gegeben,
              redet zu stark für dich","['Du', 'bist', 'meines', 'Vertrauens', 'würdig', '.', 'Die', 'letztere', 'Probe', ',', 'die', 'du', 'mir', 'davon', 'gegeben', ',', 'redet', 'zu', 'stark', 'für', 'dich']",Freigeist_Brawe_main_emotion_class_filtered.csv
394,,,,,,ER,positiv,2512,CATMA_45D0B8B5-632B-4586-877E-15D8F370651E_1,9,Emotionen der Zuneigung,positiv,2449,Verehrung,"Itzt soll sich dir mein
              ganzes Herz aufschließen.","['Itzt', 'soll', 'sich', 'dir', 'mein', 'ganzes', 'Herz', 'aufschließen', '.']",Freigeist_Brawe_main_emotion_class_filtered.csv
395,,,,,,ER,negativ,3784,CATMA_B05AD8F0-41B8-46D3-B42B-53062EC02FA1_0,48,Emotionen der Ablehnung,negativ,3458,Abscheu," Meine Eifersucht ward aufgebracht. Sie verdoppelte sich, da er bey verschiedenen
              Gelegenheiten, als wir uns um einerley Bedienungen bewarben, Hoffnungen erhielt, die
              man mir versagte. Ueberall mußten wir Nebenbuhler seyn, und überall siegte er. Ich
              ward sein unversöhnlichster Feind.","['Meine', 'Eifersucht', 'ward', 'aufgebracht', '.', 'Sie', 'verdoppelte', 'sich', ',', 'da', 'er', 'bey', 'verschiedenen', 'Gelegenheiten', ',', 'als', 'wir', 'uns', 'um', 'einerley', 'Bedienungen', 'bewarben', ',', 'Hoffnungen', 'erhielt', ',', 'die', 'man', 'mir', 'versagte', '.', 'Ueberall', 'mußten', 'wir', 'Nebenbuhler', 'seyn', ',', 'und', 'überall', 'siegte', 'er', '.', 'Ich', 'ward', 'sein', 'unversöhnlichster', 'Feind', '.']",Freigeist_Brawe_main_emotion_class_filtered.csv
396,,,,,,ER,negativ,3902,CATMA_B05AD8F0-41B8-46D3-B42B-53062EC02FA1_1,20,Emotionen der Ablehnung,negativ,3783,Abscheu,". Du weißt selbst, wie oft ich gegen dich meinen Zorn
              und Verdruß über dieß widrige Geschick aushauchte. ","['.', 'Du', 'weißt', 'selbst', ',', 'wie', 'oft', 'ich', 'gegen', 'dich', 'meinen', 'Zorn', 'und', 'Verdruß', 'über', 'dieß', 'widrige', 'Geschick', 'aushauchte', '.']",Freigeist_Brawe_main_emotion_class_filtered.csv
397,,henley,,Ereignis,,ER,negativ,4060,CATMA_CCA61230-4C55-4BCD-8060-3E86C18AD421,14,Emotionen der Ablehnung,negativ,3970,Ärger,"der den Ueberwundnen eben so schamroth machen, als mit Wut
              entflammen mußte:","['der', 'den', 'Ueberwundnen', 'eben', 'so', 'schamroth', 'machen', ',', 'als', 'mit', 'Wut', 'entflammen', 'mußte', ':']",Freigeist_Brawe_main_emotion_class_filtered.csv
398,,,,,,ER,positiv,4222,CATMA_9631CEBF-21AD-4250-A86D-D84B5FFA9F3A,26,Emotionen der Zuneigung,positiv,4061,Verehrung,"Wir strebten beide nach der Gunst der Schwester des Granville, einer
              Schönheit, die damals aller Wünsche reizte. Sie besitzt nicht gemeine Vorzüge,","['Wir', 'strebten', 'beide', 'nach', 'der', 'Gunst', 'der', 'Schwester', 'des', 'Granville', ',', 'einer', 'Schönheit', ',', 'die', 'damals', 'aller', 'Wünsche', 'reizte', '.', 'Sie', 'besitzt', 'nicht', 'gemeine', 'Vorzüge', ',']",Freigeist_Brawe_main_emotion_class_filtered.csv
399,,,,,,ER,negativ,4639,CATMA_8B36E56A-3712-4217-9245-EBE755704CC7,71,Emotionen der Ablehnung,negativ,4224,Abscheu," doch
              verabscheuet sey das Lob, das ich ihr gebe, ihr, die ich itzt tödtlich hasse! Ich will
              mich nicht länger bey den Tagen meines Schimpfes verweilen. Sie verwarf mich; – das
              letztere Geschäffte, das dir mein ganzes Vertrauen erworben, zwang dich damals, dich
              von mir zu  entfernen; – Sie zog mir den Klerdon vor, und versprach ihm
              ihre Hand.
","['doch', 'verabscheuet', 'sey', 'das', 'Lob', ',', 'das', 'ich', 'ihr', 'gebe', ',', 'ihr', ',', 'die', 'ich', 'itzt', 'tödtlich', 'hasse', '!', 'Ich', 'will', 'mich', 'nicht', 'länger', 'bey', 'den', 'Tagen', 'meines', 'Schimpfes', 'verweilen', '.', 'Sie', 'verwarf', 'mich', ';', '–', 'das', 'letztere', 'Geschäffte', ',', 'das', 'dir', 'mein', 'ganzes', 'Vertrauen', 'erworben', ',', 'zwang', 'dich', 'damals', ',', 'dich', 'von', 'mir', 'zu', 'entfernen', ';', '–', 'Sie', 'zog', 'mir', 'den', 'Klerdon', 'vor', ',', 'und', 'versprach', 'ihm', 'ihre', 'Hand', '.']",Freigeist_Brawe_main_emotion_class_filtered.csv
400,,,,,,ER,negativ,4639,CATMA_6DE82F35-7456-4866-A64A-E93ED0734C20,13,Emotionen der Ablehnung,negativ,4566,Abscheu," Sie zog mir den Klerdon vor, und versprach ihm
              ihre Hand.
","['Sie', 'zog', 'mir', 'den', 'Klerdon', 'vor', ',', 'und', 'versprach', 'ihm', 'ihre', 'Hand', '.']",Freigeist_Brawe_main_emotion_class_filtered.csv
401,widston,,,,,ER,Emotionale Bewegtheit,4748,CATMA_CAF5000E-0229-4C8B-BC73-3A25709F5589,17,Emotionale Bewegtheit,Emotionale Bewegtheit,4649,Emotionale Bewegtheit,"Klerdon ist Ihr Nebenbuhler und, noch mehr, ein begünstigter? und Klerdon lebt
              noch?
","['Klerdon', 'ist', 'Ihr', 'Nebenbuhler', 'und', ',', 'noch', 'mehr', ',', 'ein', 'begünstigter', '?', 'und', 'Klerdon', 'lebt', 'noch', '?']",Freigeist_Brawe_main_emotion_class_filtered.csv
402,,henley,,,,ER,Emotionale Bewegtheit,4770,CATMA_1E0F89F2-F5E5-46E3-B902-F722B908B78B,3,Emotionale Bewegtheit,Emotionale Bewegtheit,4757,Emotionale Bewegtheit,Du erstaunst?,"['Du', 'erstaunst', '?']",Freigeist_Brawe_main_emotion_class_filtered.csv
403,henley,,,Ereignis,,ER,positiv,5710,CATMA_F742A6A3-9A82-44F3-9E2C-18763533E8DF,12,Emotionen der Freude,positiv,5657,Freude," o! wie schwellt mein Herz der stolze Gedanke auf! –
","['o', '!', 'wie', 'schwellt', 'mein', 'Herz', 'der', 'stolze', 'Gedanke', 'auf', '!', '–']",Freigeist_Brawe_main_emotion_class_filtered.csv
404,,,,,,ER,positiv,5804,CATMA_75BDCDA3-8715-4F6B-910E-107ED1F79404,15,Emotionen der Freude,positiv,5724,Schadenfreude,"beseufzen zu lassen, daß er mich jemals beleidigte: dieß war mein großer Entwurf","['beseufzen', 'zu', 'lassen', ',', 'daß', 'er', 'mich', 'jemals', 'beleidigte', ':', 'dieß', 'war', 'mein', 'großer', 'Entwurf']",Freigeist_Brawe_main_emotion_class_filtered.csv
405,,,,,,ER,positiv,6092,CATMA_EE458476-FC02-4027-B397-C248656F546E,27,Emotionen der Zuneigung,positiv,5889,Verehrung,"ich überkleidete den Todfeind mit dem einnehmenden
              Schein eines Bewunderers und Freundes. Ich stellte mich, als hätte ich die vorige
              Leidenschaft der Freundschaft aufgeopfert:","['ich', 'überkleidete', 'den', 'Todfeind', 'mit', 'dem', 'einnehmenden', 'Schein', 'eines', 'Bewunderers', 'und', 'Freundes', '.', 'Ich', 'stellte', 'mich', ',', 'als', 'hätte', 'ich', 'die', 'vorige', 'Leidenschaft', 'der', 'Freundschaft', 'aufgeopfert', ':']",Freigeist_Brawe_main_emotion_class_filtered.csv
406,henley,,widston,,,ER,negativ,8324,CATMA_FBD208AA-03D2-486E-B609-FA0D0689C35F,2,Emotionen der Ablehnung,negativ,8316,Ärger, Feiger!,"['Feiger', '!']",Freigeist_Brawe_main_emotion_class_filtered.csv
407,,henley,henley,,,ER,negativ,8453,CATMA_C8FAD16F-7C96-47C5-9C7C-37F44CCC61D5,16,Emotionen der Ablehnung,negativ,8371,Abscheu," Gewöhnt an das, was der Pöbel  Frevel nennt, bebst du vor
              diesem? –","['Gewöhnt', 'an', 'das', ',', 'was', 'der', 'Pöbel', 'Frevel', 'nennt', ',', 'bebst', 'du', 'vor', 'diesem', '?', '–']",Freigeist_Brawe_main_emotion_class_filtered.csv
408,,,,,,ER,negativ,8669,CATMA_8654D118-BD70-48E4-81F1-53800FFF8DCF,31,Emotionen der Ablehnung,negativ,8454,Ärger,"Treibe deine Beleidigung nicht weiter; deine mir erwiesnen Dienste
              vertheidigen dich noch. Hüte dich die Zaghaftigkeit bis zur Verrätherey zu treiben,
              sonst lerne für dein Leben zittern!
","['Treibe', 'deine', 'Beleidigung', 'nicht', 'weiter', ';', 'deine', 'mir', 'erwiesnen', 'Dienste', 'vertheidigen', 'dich', 'noch', '.', 'Hüte', 'dich', 'die', 'Zaghaftigkeit', 'bis', 'zur', 'Verrätherey', 'zu', 'treiben', ',', 'sonst', 'lerne', 'für', 'dein', 'Leben', 'zittern', '!']",Freigeist_Brawe_main_emotion_class_filtered.csv
409,,,,,,ER,positiv,8905,CATMA_C6DFEF3B-D68E-40C0-B1B4-19AD2B037D31,12,Emotionen der Zuneigung,positiv,8848,Freundschaft,"Ich muß zu Ihnen, liebster Freund, meine Zuflucht nehmen.","['Ich', 'muß', 'zu', 'Ihnen', ',', 'liebster', 'Freund', ',', 'meine', 'Zuflucht', 'nehmen', '.']",Freigeist_Brawe_main_emotion_class_filtered.csv
410,klerdon,,,,,ER,negativ,9156,CATMA_C935A800-06E0-43E2-8C96-C16DB13E9872_0,8,Emotionen des Leids,negativ,9105,Leid, Schon seit einiger Zeit haben die oft erwachenden ,"['Schon', 'seit', 'einiger', 'Zeit', 'haben', 'die', 'oft', 'erwachenden']",Freigeist_Brawe_main_emotion_class_filtered.csv
411,klerdon,,,,,ER,negativ,9229,CATMA_C935A800-06E0-43E2-8C96-C16DB13E9872_1,3,Emotionen des Leids,negativ,9205,Leid,Vorurtheile der Kindheit,"['Vorurtheile', 'der', 'Kindheit']",Freigeist_Brawe_main_emotion_class_filtered.csv
412,klerdon,,,,,ER,negativ,9474,CATMA_C935A800-06E0-43E2-8C96-C16DB13E9872_2,23,Emotionen des Leids,negativ,9300,Leid,"mein Innres in eine qualvolle  Zerrüttung gesetzt;
              schon lange hat das Andenken meines unglücklichen Vaters alle Ruhe aus meiner Seele
              verwiesen.
","['mein', 'Innres', 'in', 'eine', 'qualvolle', 'Zerrüttung', 'gesetzt', ';', 'schon', 'lange', 'hat', 'das', 'Andenken', 'meines', 'unglücklichen', 'Vaters', 'alle', 'Ruhe', 'aus', 'meiner', 'Seele', 'verwiesen', '.']",Freigeist_Brawe_main_emotion_class_filtered.csv
413,,,,,,ER,negativ,9559,CATMA_E6037678-39BC-4289-9084-EF69099C21D8,15,Emotionen des Leids,negativ,9483,Leid,"Ich weiß es, ich kenne die unmännliche Schwermuth, die Sie manchmal befällt,","['Ich', 'weiß', 'es', ',', 'ich', 'kenne', 'die', 'unmännliche', 'Schwermuth', ',', 'die', 'Sie', 'manchmal', 'befällt', ',']",Freigeist_Brawe_main_emotion_class_filtered.csv
414,henley,,klerdon,,,ER,positiv,10050,CATMA_C574A7FA-B148-4355-82BF-6B22510D6F0A,17,Emotionen der Zuneigung,positiv,9954,Freundschaft,"Eins von bei den muß der seyn, der
              über einen Freund in der Betrübniß spotten kann","['Eins', 'von', 'bei', 'den', 'muß', 'der', 'seyn', ',', 'der', 'über', 'einen', 'Freund', 'in', 'der', 'Betrübniß', 'spotten', 'kann']",Freigeist_Brawe_main_emotion_class_filtered.csv
415,,,,,,ER,negativ,10226,CATMA_840043F1-984B-4CB1-A5B3-09B2F7A788DD,24,Emotionen des Leids,negativ,10052,Leid,"Ich würde fürchten müssen, daß Ihre
              Freundschaft gegen mich zu ermatten anfienge, wenn Sie länger anstünden, mir Ihre
              Bekümmernisse mitzutheilen.
","['Ich', 'würde', 'fürchten', 'müssen', ',', 'daß', 'Ihre', 'Freundschaft', 'gegen', 'mich', 'zu', 'ermatten', 'anfienge', ',', 'wenn', 'Sie', 'länger', 'anstünden', ',', 'mir', 'Ihre', 'Bekümmernisse', 'mitzutheilen', '.']",Freigeist_Brawe_main_emotion_class_filtered.csv
416,,,,,,ER,negativ,10443,CATMA_34267C8F-95C5-4B2F-AA93-8CFE579E740E,33,Emotionen des Leids,negativ,10236,Leid,"Was werden Sie sagen, wenn ich Ihnen gestehe, daß ich unmännlich, daß ich klein genug
              bin, mich durch die nächtliche Geburt einer beunruhigten Einbildung so aufbringen zu
              lassen?
","['Was', 'werden', 'Sie', 'sagen', ',', 'wenn', 'ich', 'Ihnen', 'gestehe', ',', 'daß', 'ich', 'unmännlich', ',', 'daß', 'ich', 'klein', 'genug', 'bin', ',', 'mich', 'durch', 'die', 'nächtliche', 'Geburt', 'einer', 'beunruhigten', 'Einbildung', 'so', 'aufbringen', 'zu', 'lassen', '?']",Freigeist_Brawe_main_emotion_class_filtered.csv
417,,,,,,ER,negativ,10589,CATMA_98877C4B-81E1-490B-989D-E95CDFD2158E,19,Emotionen des Leids,negativ,10486,Leid,"Ja, meine Schande ist Ihnen nunmehr bekannt; o! könnte ich sie vor mir selbst
              verbergen! ","['Ja', ',', 'meine', 'Schande', 'ist', 'Ihnen', 'nunmehr', 'bekannt', ';', 'o', '!', 'könnte', 'ich', 'sie', 'vor', 'mir', 'selbst', 'verbergen', '!']",Freigeist_Brawe_main_emotion_class_filtered.csv
418,,klerdon,klerdon,,,ER,negativ,10631,CATMA_409B62FB-8182-4984-BE17-143454E0EEB9,6,Emotionen des Leids,negativ,10589,Mitleid,Haben Sie Mitleiden mit meiner Schwachheit,"['Haben', 'Sie', 'Mitleiden', 'mit', 'meiner', 'Schwachheit']",Freigeist_Brawe_main_emotion_class_filtered.csv
419,,,,,,ER,negativ,11009,CATMA_2DE4BED9-463E-49C7-BE6D-02A7B8777094_0,18,Emotionen des Leids,negativ,10910,Leid,"nur das Andenken meines Vaters,
              das so stark in mir rege gemacht worden, quälet mich.","['nur', 'das', 'Andenken', 'meines', 'Vaters', ',', 'das', 'so', 'stark', 'in', 'mir', 'rege', 'gemacht', 'worden', ',', 'quälet', 'mich', '.']",Freigeist_Brawe_main_emotion_class_filtered.csv
420,,,,,,ER,negativ,11010,CATMA_2DE4BED9-463E-49C7-BE6D-02A7B8777094_1,2,Emotionen des Leids,negativ,11004,Leid,mich. ,"['mich', '.']",Freigeist_Brawe_main_emotion_class_filtered.csv
421,,,,,,ER,negativ,11013,CATMA_2DE4BED9-463E-49C7-BE6D-02A7B8777094_2,1,Emotionen des Leids,negativ,11009,Leid, Mir,['Mir'],Freigeist_Brawe_main_emotion_class_filtered.csv
422,,,,,,ER,negativ,11035,CATMA_2DE4BED9-463E-49C7-BE6D-02A7B8777094_3,7,Emotionen des Leids,negativ,11010,Leid,"Mir kam es vor, als sähe ","['Mir', 'kam', 'es', 'vor', ',', 'als', 'sähe']",Freigeist_Brawe_main_emotion_class_filtered.csv
423,,,,,,ER,negativ,11038,CATMA_2DE4BED9-463E-49C7-BE6D-02A7B8777094_4,7,Emotionen des Leids,negativ,11013,Leid," kam es vor, als sähe ich","['kam', 'es', 'vor', ',', 'als', 'sähe', 'ich']",Freigeist_Brawe_main_emotion_class_filtered.csv
424,,,,,,ER,negativ,11039,CATMA_2DE4BED9-463E-49C7-BE6D-02A7B8777094_5,1,Emotionen des Leids,negativ,11035,Leid,ich ,['ich'],Freigeist_Brawe_main_emotion_class_filtered.csv
425,,,,,,ER,negativ,11042,CATMA_2DE4BED9-463E-49C7-BE6D-02A7B8777094_6,1,Emotionen des Leids,negativ,11038,Leid, ihn,['ihn'],Freigeist_Brawe_main_emotion_class_filtered.csv
426,,,,,,ER,negativ,11043,CATMA_2DE4BED9-463E-49C7-BE6D-02A7B8777094_7,1,Emotionen des Leids,negativ,11039,Leid,"ihn
",['ihn'],Freigeist_Brawe_main_emotion_class_filtered.csv
427,,,,,,ER,negativ,11139,CATMA_2DE4BED9-463E-49C7-BE6D-02A7B8777094_8,17,Emotionen des Leids,negativ,11042,Leid,"
              diese Nacht, und wie? – peinigende Vorstellung! – sterbend zu meinen Füßen liegen.","['diese', 'Nacht', ',', 'und', 'wie', '?', '–', 'peinigende', 'Vorstellung', '!', '–', 'sterbend', 'zu', 'meinen', 'Füßen', 'liegen', '.']",Freigeist_Brawe_main_emotion_class_filtered.csv
428,,,,,,ER,negativ,11988,CATMA_2DE4BED9-463E-49C7-BE6D-02A7B8777094_10,27,Emotionen des Leids,negativ,11828,Leid," mich hinrief. Er fiel endlich todt zu meinen Füßen nieder. Ganz außer mir, ward ich
              von Empfindungen, die allen Ausdruck übersteigen, durchstürmt","['mich', 'hinrief', '.', 'Er', 'fiel', 'endlich', 'todt', 'zu', 'meinen', 'Füßen', 'nieder', '.', 'Ganz', 'außer', 'mir', ',', 'ward', 'ich', 'von', 'Empfindungen', ',', 'die', 'allen', 'Ausdruck', 'übersteigen', ',', 'durchstürmt']",Freigeist_Brawe_main_emotion_class_filtered.csv
429,,,,,,ER,positiv,12918,CATMA_B2B31957-ABDF-4D1A-BE66-C5ABFEBC141C,80,Emotionen der Zuneigung,positiv,12390,Verehrung,"Doch in dem Augenblicke schien eine glänzende Wolke eine
              prächtige Gestalt aus ihrem Schooße herabzulassen, in der ich die Züge des Granville,
              der sonst mein Freund war, zu erkennen glaubte, nur daß sie mit etwas Feyerlichem und
              Erhabnem vermischt waren, das über die Menschheit, selbst in ihrer größten Würde, ist.
              Ein majestätischer Schimmer durchfloß den ganzen Raum um ihn her. Mit freundlicher
              Hand wollte  er mich von dem gefährlichen Orte hinwegwenden","['Doch', 'in', 'dem', 'Augenblicke', 'schien', 'eine', 'glänzende', 'Wolke', 'eine', 'prächtige', 'Gestalt', 'aus', 'ihrem', 'Schooße', 'herabzulassen', ',', 'in', 'der', 'ich', 'die', 'Züge', 'des', 'Granville', ',', 'der', 'sonst', 'mein', 'Freund', 'war', ',', 'zu', 'erkennen', 'glaubte', ',', 'nur', 'daß', 'sie', 'mit', 'etwas', 'Feyerlichem', 'und', 'Erhabnem', 'vermischt', 'waren', ',', 'das', 'über', 'die', 'Menschheit', ',', 'selbst', 'in', 'ihrer', 'größten', 'Würde', ',', 'ist', '.', 'Ein', 'majestätischer', 'Schimmer', 'durchfloß', 'den', 'ganzen', 'Raum', 'um', 'ihn', 'her', '.', 'Mit', 'freundlicher', 'Hand', 'wollte', 'er', 'mich', 'von', 'dem', 'gefährlichen', 'Orte', 'hinwegwenden']",Freigeist_Brawe_main_emotion_class_filtered.csv
430,,,,,,ER,negativ,13586,CATMA_E5D4F922-55ED-4435-A4EB-525604C98352,11,Emotionen der Ablehnung,negativ,13539,Abscheu,"Ich gestehe es, ich schäme mich vor mir selbst;","['Ich', 'gestehe', 'es', ',', 'ich', 'schäme', 'mich', 'vor', 'mir', 'selbst', ';']",Freigeist_Brawe_main_emotion_class_filtered.csv
431,,,,,,ER,negativ,13947,CATMA_91E6691E-099F-473D-AB93-9CF754DA85DE,53,Emotionen des Leids,negativ,13587,Leid,"und was mir Erstaunen erweckt, so
              scheint seit einiger Zeit meine ganze Natur ausgeartet zu seyn, und eine gewisse,
              unwiderstehbare Schwermuth ihr Gift durch meine Seele ergossen zu haben. Ueberall
              öffnen sich mir dunkle melancholische Aussichten; überall bin ich, wie mich dünkt, von
              Gefahren belagert.
","['und', 'was', 'mir', 'Erstaunen', 'erweckt', ',', 'so', 'scheint', 'seit', 'einiger', 'Zeit', 'meine', 'ganze', 'Natur', 'ausgeartet', 'zu', 'seyn', ',', 'und', 'eine', 'gewisse', ',', 'unwiderstehbare', 'Schwermuth', 'ihr', 'Gift', 'durch', 'meine', 'Seele', 'ergossen', 'zu', 'haben', '.', 'Ueberall', 'öffnen', 'sich', 'mir', 'dunkle', 'melancholische', 'Aussichten', ';', 'überall', 'bin', 'ich', ',', 'wie', 'mich', 'dünkt', ',', 'von', 'Gefahren', 'belagert', '.']",Freigeist_Brawe_main_emotion_class_filtered.csv
432,,,,,,ER,negativ,14505,CATMA_7E50AE4E-4D05-45FD-8C6A-C7F53688F381,51,Emotionen des Leids,negativ,14188,Leid,"Sollte denn aber dieser innre Zwang, dieses unüberwindliche Gefühl, dieses Schwerdt,
              das – – ich will aufrichtig reden! – – – meine Brust oft mitten unter den Spöttereyen
              durchbohrte, mit denen ich die Religion angriff, sollte dieß alles nur Gewohnheit, nur
              Vorurtheil seyn?
","['Sollte', 'denn', 'aber', 'dieser', 'innre', 'Zwang', ',', 'dieses', 'unüberwindliche', 'Gefühl', ',', 'dieses', 'Schwerdt', ',', 'das', '–', '–', 'ich', 'will', 'aufrichtig', 'reden', '!', '–', '–', '–', 'meine', 'Brust', 'oft', 'mitten', 'unter', 'den', 'Spöttereyen', 'durchbohrte', ',', 'mit', 'denen', 'ich', 'die', 'Religion', 'angriff', ',', 'sollte', 'dieß', 'alles', 'nur', 'Gewohnheit', ',', 'nur', 'Vorurtheil', 'seyn', '?']",Freigeist_Brawe_main_emotion_class_filtered.csv
